index	iid	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	Group Label	Version ID	Master ID	Publication	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990Â¬Â±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Locality	Country	Lat.	Long.	Data source	Coverage on autosomal targets	SNPs hit on autosomal targets	Sex	Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, ""QUESTIONABLE"" for 0.01-0.03, and recorded but passed if 0.03-0.05; libraries with fully-treated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.03, ""QUESTIONABLE"" if 0.03-0.06, and recorded but passed if 0.06-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"	Skeletal code	Skeletal element	Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing: GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]	Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)	Date BP	Date BP (SE)	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Age at Death Estimate	Group ID	No. Libraries	SNPs	Mean length of shotgun sequences (merged data)	Family ID and position within family	Y haplogroup	Y haplogroup (manual curation in terminal mutation format)	Y haplogroup (manual curation in ISOGG format)	mtDNA coverage (merged data)	mtDNA haplogroup	mtDNA match to consensus if ≥2 coverage (merged data)	Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)	Sex ratio [Y/(Y+X) counts] (merged data)	Xcontam ANGSD SNPs (only if male)	Xcontam ANGSD MOM point estimate (only if male and ≥200)	Xcontam ANGSD MOM Z-score (only if male and ≥200)	Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and ≥200)	contamLD est	contamLD s.e.	contamLD warning	contamLD s.e..1	LibraryID(s)	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"	Steppe	WHG	Farmer	Steppe(SE)	WHG(SE)	Farmer(SE)
3461	KPT005	0.0169	-0.0575	0.0577	0.0244	0.0162	-0.0025	0.0024	-0.0032	0.0135	-0.0093	Russia_Siberia_Lena_EBA_o	KPT005	KPT005	YuCell2020		Siberia, Upper Lena river, Khaptsagai	Russia	53.044528	105.510583	1240K	0.075135		M	ds.half	PASS		8301 M2 lower right	tooth	2020	Direct (WARNING MISSING LAB CODE, NEED TO CHANGE TO INTCAL20 AFTER REAPPLYING FWRE CORRECTION): IntCal13 with FWRE correction	4034	47	2192-2030 calBCE (3988±20 BP)	..	Russia_Siberia_Lena_EBA_o	1	73316	..	n/a (no relatives detected)	Q1b1	..	Q1a2a	57.9	D4j	..	0.055	..	..	0.049	..	..	..	..	..	..	KPT005.A0101	Literature	0.780577	0.091841	0.127582	0.012361	0.012362	0.013025
3462	STB001	0.0048	-0.1157	0.1073	0.0389	0.0083	0.0017	-0.0042	-0.0044	0.0036	0.0011	Russia_Siberia_Lena_EBA	STB001	STB001	YuCell2020		Siberia, Lower Lena river, Zhigalovo	Russia	54.8	105.133333	1240K	1.944525		M	ds.half	PASS		8315 petrous right	petrous bone	2020	Direct (WARNING TO MARINE CALIBRATE IN Intcal20; MISSING LAB CODE): IntCal13 range with fresh water reservoir effect correction	4604	80	2854-2576 calBCE (4719±20 BP)	..	Russia_Siberia_Lena_EBA	1	849567	..	n/a (no relatives detected)	Q1b1	..	CT	331.9	C4	..	0.085	..	..	0.01	..	..	..	..	..	..	STB001.A0101	Literature	0.99998	0.00001	0.00001	0	0	0
3463	STB002	0.0011	-0.1199	0.1067	0.0413	0.0141	0.0037	-0.0017	-0.0111	0.0048	-0.0075	Russia_Siberia_Lena_EBA	STB002	STB002	YuCell2020		Siberia, Lower Lena river, Stepno-Baltaiskii ulus	Russia	53.15	106.05	1240K	1.567448		F	ds.half	PASS		8314 petrous left	petrous bone	2020	Direct (WARNING TO MARINE CALIBRATE IN Intcal20; MISSING LAB CODE): IntCal13 range with fresh water reservoir effect correction	6587	42	4700-4553 calBCE (6304±22 BP)	..	Russia_Siberia_Lena_EBA	1	787377	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	300.9	G2a1	..	0.089	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	STB002.A0101	Literature	0.99998	0.00001	0.00001	0	0	0
3464	ZPL002	0.0045	-0.107	0.1082	0.0405	0.019	0.0014	-0.0073	0.0005	-0.0001	-0.0053	Russia_Siberia_Lena_EBA	ZPL002	ZPL002	YuCell2020		Siberia, Upper Lena river, Zapleskino	Russia	54.386333	105.17325	1240K	0.387973		M	ds.half	PASS		8310 M2 lower right	tooth	2020	Direct (WARNING MISSING LAB CODE, NEED TO CHANGE TO INTCAL20 AFTER REAPPLYING FWRE CORRECTION): IntCal13 with FWRE correction	4168	43	2289-2140 calBCE (4091±24 BP)	..	Russia_Siberia_Lena_EBA	1	354160	..	n/a (no relatives detected)	Q1b1	..	Q1a2a	278.6	F1b1b	..	0.066	..	..	0.043	..	..	..	..	..	..	ZPL002.A0101	Literature	0.99998	0.00001	0.00001	0	0	0
3465	TIT021	-0.0303	-0.0075	-0.0252	-0.0105	-0.0026	-0.0066	0.0124	-0.0023	-0.0058	0.0043	Turkey_TitrisHoyuk_EBA	TIT021	TIT021	SkourtaniontiCell2020		Şanlıurfa Province, Titriş Höyük	Turkey	37.4759306	38.6783333	1240K	0.082467		M	ds.half	PASS		TH80084	tooth	2020	Direct: IntCal20	4182	50	2338-2141 calBCE (3799 ± 25 BP, MAMS-40684)	..	Turkey_TitrisHoyuk_EBA	1	86634	..	n/a (no relatives detected)	J2	..	J2b	2.41	..	..	..	..	..	..	..	..	..	..	..	..	TIT021.A0102.TF1	Literature	0.22601	0.00001	0.77398	0.014007	0.000201	0.014006
3466	ANN1	0.0092	0.0526	-0.0274	0.0003	-0.0002	0.0005	0.0005	-0.0052	-0.0007	0.0036	Ireland_MN.SG	ANN1.SG	ANN1	CassidyNature2020		Ireland, Limerick, Annagh	Ireland	52.67641	-8.455326	Shotgun	1.251272		M	ds.half	PASS		Reg No. 92E47:1; Habitat: BC467; Object: Burial 1. Skull 1.	petrous	2020	Direct: IntCal20	5405	98	3637-3191 calBCE (4670±70 BP, GrA-1703)	..	Ireland_MN.SG	..	816848	..	n/a (no relatives detected)	I2a1b1a1a1b	I-Y3712	I2a1b1a1a1b	..	K1a+195	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.190286	0.809704	0.001056	0.012919	0.012836
3467	ANN2	0.0123	0.0591	-0.0308	-0.0031	-0.0025	-0.0023	-0.002	-0.0018	-0.0011	-0.0055	Ireland_MN.SG	ANN2.SG	ANN2	CassidyNature2020		Ireland, Limerick, Annagh	Ireland	52.67641	-8.455326	Shotgun	0.336696		M	ds.half	PASS		Reg No. 92E47:3; Object: Burial 3. Skull 2.	tooth	2020	Direct: IntCal20	5521	73	3707-3378 calBCE (4810±60 BP, GrA-1707)	..	Ireland_MN.SG	..	337041	..	n/a (no relatives detected)	I2a1b1a1a	I-M284	I2a1b1a1a	..	H4a1a1	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.159573	0.840417	0	0.013607	0.013607
3468	ARD2	0.0125	0.0547	-0.0233	-0.0025	-0.0016	-0.003	0.0008	0.0006	-0.0025	0.0009	Ireland_MN.SG	ARD2.SG	ARD2	CassidyNature2020		Ireland, Tipperary, Ardcrony	Ireland	52.934997	-8.154168	Shotgun	1.667819		M	ds.half	PASS		Reg No. E183:2; Habitat: BC235; Object: Skull from skeleton A	petrous	2020	Direct: IntCal20	5401	54	3599-3366 calBCE (4675±35 BP, GrN-9708)	..	Ireland_MN.SG	..	936031	..	n/a (no relatives detected)	I2a1a2	I-L161	I2a1a2	..	J2b1a	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.18776	0.81223	0	0.01468	0.01468
3469	ASH1	0.007	0.0557	-0.0263	0	-0.007	-0.0002	-0.0021	0.0004	0.0006	-0.0013	Ireland_MN.SG	ASH1.SG	ASH1	CassidyNature2020		Ireland, Tipperary, Ashleypark	Ireland	52.93106	-8.187431	Shotgun	0.86655		M	ds.half	PASS		Burial 1 (ADULT); Reg No. -; Habitat: R19.P14.S2.E0820	petrous	2020	Direct: IntCal20	5501	68	3640-3380 calBCE (4765±40 BP, GrN-11036)	..	Ireland_MN.SG	..	667417	..	n/a (no relatives detected)	I2a1b1a1a1b	I-L1193	I2a1b1a1a1b	..	K2a9	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.157905	0.842085	0.001338	0.013009	0.012919
3470	ASH3	0.0127	0.0566	-0.0235	-0.002	0.0003	-0.0024	0.0015	-0.0023	-0.0013	0.0003	Ireland_EN_MN.SG	ASH3.SG	ASH3	CassidyNature2020		Ireland, Tipperary, Ashleypark	Ireland	52.93106	-8.187431	Shotgun	1.20161		M	ds.half	PASS		1980. Human Bones. Burial 3 (From Edge of Passage); Reg No. - ;Habitat: R19.P14.S2.E0820	petrous	2020	Direct: IntCal20	5609	43	3764-3534 calBCE (4876±34 BP, UBA-38310)	..	Ireland_EN_MN.SG	..	808952	..	n/a (no relatives detected)	I2a1a1b	I-S21825	I2a1a1b	..	T2c1d1	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.201834	0.798156	0	0.014572	0.014572
3471	BG72	0.0112	0.0518	-0.0229	0.0011	0.0007	-0.0023	0.0032	-0.0014	0.0001	-0.0027	Ireland_MN.SG	BG72.SG	BG72	CassidyNature2020		Ireland, Carlow, Baunogenasraid	Ireland	52.807364	-6.823305	Shotgun	1.34815		M	ds.half	PASS		Reg No.-;Habitat: BC 136; Object: Bones from central cist Date 28/9/72	petrous	2020	Direct: IntCal20	5467	81	3633-3377 calBCE (4735±35 BP, GrN-11362)	..	Ireland_MN.SG	..	848339	..	n/a (no relatives detected)	H	H-P96	H	..	K1a4a1	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.195526	0.804464	0.002905	0.01345	0.013039
3472	CAK530	0.0085	0.0519	-0.0223	0.0062	0.0058	-0.0001	0.0044	-0.0056	-0.0002	0.0051	Ireland_LN.SG	CAK530.SG	CAK530	CassidyNature2020		Ireland, Sligo, Carrowkeel	Ireland	54.058617	-8.382059	Shotgun	1.007112		F	ds.half	PASS		CaK 10_530, Cairn K	petrous	2020	Direct: IntCal20	4711	69	2884-2631 calBCE (4170±32 BP, OxA-35325)	..	Ireland_LN.SG	..	735022	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	W5b	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	Literature	0.00703	0.179726	0.813243	0.007667	0.01363	0.013076
3473	CAK531	0.0095	0.0573	-0.0284	0.0034	-0.0036	-0.0009	0.0035	0.0021	0.0016	-0.0002	Ireland_LN.SG	CAK531.SG	CAK531	CassidyNature2020		Ireland, Sligo, Carrowkeel	Ireland	54.058617	-8.382059	Shotgun	0.880579		M	ds.half	PASS		CaK 10_531, Cairn K	petrous	2020	Direct: IntCal20	4701	76	2883-2625 calBCE (4160±38 BP, UBA-38306)	..	Ireland_LN.SG	..	681374	..	n/a (no relatives detected)	I2a1b1a1a1	I-Y3709	I2a1b1a1a1	..	H1	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.179637	0.820353	0.001337	0.013039	0.013006
3474	CAK532	0.0102	0.0548	-0.0264	0.0001	0.0041	-0.0001	0.0019	0.0028	0.0001	-0.0032	Ireland_LN.SG	CAK532.SG	CAK532	CassidyNature2020		Ireland, Sligo, Carrowkeel	Ireland	54.058617	-8.382059	Shotgun	2.006664		M	ds.half	PASS		CaK 10_532, Cairn K	petrous	2020	Direct: IntCal20	4892	41	3013-2890 calBCE (4321±30 BP, OxA-35326)	..	Ireland_LN.SG	..	995050	..	n/a (no relatives detected)	I2a1b1a1a1	I-Y3709	I2a1b1a1a1	..	J1c3	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.180343	0.819647	0.000509	0.012505	0.012512
3475	CAK533	0.0119	0.0539	-0.0263	0.0004	0.0005	-0.0023	0.0029	-0.0001	-0.0051	-0.001	Ireland_LN.SG	CAK533.SG	CAK533	CassidyNature2020		Ireland, Sligo, Carrowkeel	Ireland	54.058617	-8.382059	Shotgun	1.662306		F	ds.half	PASS		CaK 10_533, Cairn K	petrous	2020	Direct: IntCal20	4926	48	3087-2902 calBCE (4360±31 BP, OxA-35327)	..	Ireland_LN.SG	..	931439	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	H	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	Literature	0.00001	0.201777	0.798213	0	0.013169	0.013169
3476	CAK534	0.0124	0.0527	-0.0241	-0.0006	-0.0053	-0.0075	0.0036	0.0003	-0.0019	0.0109	Ireland_N.SG	CAK534.SG	CAK534	CassidyNature2020		Ireland, Sligo, Carrowkeel	Ireland	54.058617	-8.382059	Shotgun	0.039517		M	ds.half	PASS		CaK 10_534, Cairn K	petrous	2020	Context: Archaeological - Period	4800	144	3100-2600 BCE	..	Ireland_N.SG	..	45930	..	n/a (no relatives detected)	I	I	I	..	X2b4	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.182276	0.817714	0.003863	0.017393	0.017675
3477	CAK68	0.0121	0.0573	-0.0273	-0.0027	-0.0028	0.0044	0.0039	0.0015	0	-0.0036	Ireland_LN.SG	CAK68.SG	CAK68	CassidyNature2020		Ireland, Sligo, Carrowkeel	Ireland	54.058617	-8.382059	Shotgun	1.405873		M	ds.half	PASS		CaK 1_68, Burial 16, Probably Cairn H	petrous	2020	Direct: IntCal20	4503	69	2834-2466 calBCE (4031±37 BP, UBA-30808)	..	Ireland_LN.SG	..	869544	..	n/a (no relatives detected)	I2a1b1a1a1	I-Y3709	I2a1b1a1a1	..	H	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.17953	0.82046	0	0.013709	0.013709
3478	CH448	0.0076	0.0563	-0.0226	0.002	0.0012	-0.0037	0.0046	0.0007	0.0009	0.0002	Ireland_MN.SG	CH448.SG	CH448	CassidyNature2020		Ireland, Cavan, Cohaw	Ireland	54.054795	-7.026747	Shotgun	1.42418		M	ds.half	PASS		Reg No. 1956:448; Habitat: BC387; Object: Skull from chamber 5	petrous	2020	Direct: IntCal20	5517	54	3646-3383 calBCE (4790±41 BP, UBA-35070)	..	Ireland_MN.SG	..	872041	..	n/a (no relatives detected)	I2a1a2	I-L161	I2a1a2	..	H1	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.172514	0.827476	0.000145	0.012904	0.012877
3479	GNM1007	0.011	0.0555	-0.0219	0	-0.0002	-0.0046	0.0042	-0.0048	-0.0029	0.0004	Ireland_MN.SG	GNM1007.SG	GNM1007	CassidyNature2020		Ireland, Mayo, Glennamong	Ireland	53.9697	-9.632	Shotgun	0.832555		M	ds.half	PASS		16E0456:2:1007	petrous	2020	Direct: IntCal20	5288	117	3513-3103 calBCE (4588±40 BP, UBA-38829)	..	Ireland_MN.SG	..	656959	..	n/a (no relatives detected)	I2a1b1a1a1	I-L1195	I2a1b1a1a1	..	K1a+195	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.18365	0.81634	0.000166	0.013246	0.013246
3480	GNM1076	0.0112	0.052	-0.0221	0.006	0.0007	-0.0003	0.0034	-0.0046	0.0004	-0.0003	Ireland_MN.SG	GNM1076.SG	GNM1076	CassidyNature2020		Ireland, Mayo, Glennamong	Ireland	53.9697	-9.632	Shotgun	1.023124		M	ds.half	PASS		16E0456:2:1076	petrous	2020	Direct: IntCal20	5135	111	3366-2935 calBCE (4488±62 BP, UBA-37807)	..	Ireland_MN.SG	..	741589	..	n/a (no relatives detected)	I2a1b1a1a1	I-Y3709	I2a1b1a1a1	..	H1c	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.20884	0.79115	0.001356	0.015286	0.015239
3481	KGH6	0.0847	0.046	0.0439	0.0124	0.0092	0.0061	-0.0061	0.0018	-0.0035	-0.0015	Ireland_Mesolithic.SG	KGH6.SG	KGH6	CassidyNature2020		Ireland, Limerick, Killuragh	Ireland	52.598517	-8.328355	Shotgun	0.950536		M	ds.half	PASS		KGH 93E175 CAVE1 1996 Extractions Context 73 Sample Series 6, P8107	tooth	2020	Direct: IntCal20	6658	54	4797-4602 calBCE (5844±35 BP, UBA-40235)	..	Ireland_Mesolithic.SG	..	716637	..	n/a (no relatives detected)	I2a1a2	I-M423	I2a1a2	..	U5b2a	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.99998	0.00001	0	0	0
3482	MB6	0.0094	0.0546	-0.028	-0.0041	-0.0013	0.0006	0.0033	-0.0012	0.002	-0.0005	Ireland_MN.SG	MB6.SG	MB6	CassidyNature2020		Ireland, Down, Millin Bay, Keentagh Td.	Ireland	54.363818	-5.486033	Shotgun	1.170701		M	ds.half	PASS		AX71; B026681.1 (Skull F)	petrous	2020	Direct: IntCal20	5192	104	3494-3036 calBCE (4548±51 BP, UBA-35071)	..	Ireland_MN.SG	..	795561	..	n/a (no relatives detected)	I2a1b1a1a1	I-L1195	I2a1b1a1a1	..	J1c3	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.161216	0.838774	0.000462	0.013369	0.013299
3483	NG10	0.0133	0.0563	-0.0288	0.0001	0.0009	-0.0006	0.003	-0.0029	-0.0007	-0.0019	Ireland_MN.SG	NG10.SG	NG10	CassidyNature2020		Ireland, Meath, Newgrange, Main Chamber	Ireland	53.694833	-6.475696	Shotgun	18.706847		M	ds.half	PASS		Reg No. -; Habitat: BC 361; Label on Bone - 10 D (Lot 10 D)	petrous	2020	Direct: IntCal20	5151	89	3339-3028 calBCE (4473±29 BP, OxA-36079)	..	Ireland_MN.SG	..	1149808	..	n/a (no relatives detected)	I2a1b1a1a1	I-Y3709	I2a1b1a1a1	..	U5b1+16189+16192	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.198236	0.801754	0	0.014578	0.014578
3484	NGZ1	0.0132	0.0512	-0.022	0.0011	0.0015	0.0035	0.0042	-0.007	-0.0007	0.0018	Ireland_MN.SG	NGZ1.SG	NGZ1	CassidyNature2020		Ireland, Meath, Site Z, Newgrange	Ireland	53.69525	-6.475104	Shotgun	0.567384		F	ds.half	PASS		Reg No. -; Habitat: BC 163; Object: Skull Fragments	petrous	2020	Direct: IntCal20	5024	105	3322-2921 calBCE (4421±30 BP, OxA-36080)	..	Ireland_MN.SG	..	498854	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	X2b+226	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	Literature	0.00001	0.19798	0.80201	0.001725	0.012819	0.012784
3485	PB1327	0.0089	0.0524	-0.0254	0.0019	0.0025	0.0011	0.003	0	-0.0032	-0.0025	Ireland_MN.SG	PB1327.SG	PB1327	CassidyNature2020		Ireland, Clare, Parknabinnia	Ireland	52.985499	-9.111454	Shotgun	0.715389		M	ds.half	PASS		Parknabinnia CL153, Context 529, Find 1327.01	petrous	2020	Direct: IntCal20	5407	73	3626-3356 calBCE (4667±54 BP, UBA-39195)	..	Ireland_MN.SG	..	598113	..	n/a (no relatives detected)	I2a1b1a1a1b	I-Y3712	I2a1b1a1a1b	..	T2b3	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.17757	0.82242	0.002547	0.01429	0.014089
3486	PB1794	0.0095	0.0573	-0.0207	-0.0025	0.0015	-0.0061	0.0032	0.004	0.0085	-0.0061	Ireland_MN.SG	PB1794.SG	PB1794	CassidyNature2020		Ireland, Clare, Parknabinnia	Ireland	52.985499	-9.111454	Shotgun	0.526504		F	ds.half	PASS		Parknabinnia CL153, Context 578, Find 1794.08	petrous	2020	Direct: IntCal20	5486	76	3642-3377 calBCE (4764±54 BP, UBA-39197)	..	Ireland_MN.SG	..	478226	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	J1c6	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	Literature	0.00001	0.188199	0.811791	0.002168	0.01297	0.012999
3487	PB186	0.0114	0.0555	-0.0266	-0.0017	-0.0003	-0.0027	0.0024	0.0018	0.0012	-0.0031	Ireland_MN.SG	PB186.SG	PB186	CassidyNature2020		Ireland, Clare, Parknabinnia	Ireland	52.985499	-9.111454	Shotgun	1.623546		M	ds.half	PASS		Parknabinnia CL153, Context 196, Find 186.01	petrous	2020	Direct: IntCal20	5393	51	3516-3359 calBCE (4638±36 BP, UBA-35072)	..	Ireland_MN.SG	..	929936	..	n/a (no relatives detected)	I2a1a1b	I-S21825	I2a1a1b	..	X2b+226	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.192856	0.807134	0.00019	0.014201	0.014202
3488	PB2031	0.0091	0.0533	-0.0236	-0.001	0.0012	-0.0008	0.0072	-0.007	-0.0087	-0.0001	Ireland_MN.SG	PB2031.SG	PB2031	CassidyNature2020		Ireland, Clare, Parknabinnia	Ireland	52.985499	-9.111454	Shotgun	1.114734		M	ds.half	PASS		Parknabinnia CL153, Chamber 2, Context 581, Find 2031.02	petrous	2020	Direct: IntCal20	5431	77	3628-3373 calBCE (4712±35 BP, UBA-38304)	..	Ireland_MN.SG	..	771805	..	n/a (no relatives detected)	I2a1a1b	I-S21825	I2a1a1b	..	K1a2b	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.186681	0.813309	0.002838	0.013564	0.013625
3489	PB357	0.0083	0.0569	-0.027	0.0004	-0.0008	-0.0019	0.003	-0.0032	0.0038	0.0036	Ireland_EN_MN.SG	PB357.SG	PB357	CassidyNature2020		Ireland, Clare, Parknabinnia	Ireland	52.985499	-9.111454	Shotgun	2.029029		F	ds.half	PASS		Parknabinnia CL153, Context 340, Find 357.01	petrous	2020	Direct: IntCal20; R_combine	5545	45	3654-3528 calBCE (4835±28 BP) [R_combine: (4762±37 BP, UBA-38307;); (4917±40 BP, UBA-39192)]	..	Ireland_EN_MN.SG	..	988353	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	U8b1b	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	Literature	0.00001	0.161711	0.838279	0.000466	0.012549	0.012541
3490	PB443	0.0129	0.0547	-0.025	0.0036	0.0023	-0.0044	0.0001	-0.0014	0.0017	-0.0002	Ireland_MN.SG	PB443.SG	PB443	CassidyNature2020		Ireland, Clare, Parknabinnia	Ireland	52.985499	-9.111454	Shotgun	2.13176		M	ds.half	PASS		98E0230 Roughan Hill, Cl 153 court tomb (Parknabinnia), Find No. 443.02, Context 335, Box 6, Area Ch1	petrous	2020	Direct: IntCal20	5474	80	3634-3378 calBCE (4739±35 BP, UBA-38303)	..	Ireland_MN.SG	..	1016447	..	n/a (no relatives detected)	I2a1a2	I-L161	I2a1a2	..	K1b1a1	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.194358	0.805632	0.000833	0.013411	0.013388
3491	PB581	0.0095	0.0549	-0.0273	0	0.0003	-0.0006	0.0031	0.0007	-0.003	-0.0014	Ireland_MN.SG	PB581.SG	PB581	CassidyNature2020		Ireland, Clare, Parknabinnia	Ireland	52.985499	-9.111454	Shotgun	1.673042		M	ds.half	PASS		Parknabinnia CL153,Context 388, Find 581.03	petrous	2020	Direct: IntCal20	5413	67	3625-3363 calBCE (4679±48 BP, UBA-38316)	..	Ireland_MN.SG	..	939021	..	n/a (no relatives detected)	I2a1b1a1a1	I-L1195	I2a1b1a1a1	..	T2b	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.182267	0.817723	0.003269	0.013336	0.013278
3492	PB672	0.0111	0.053	-0.0195	0.0042	-0.0053	-0.0038	0.0016	0.0054	-0.0036	0.0006	Ireland_MN.SG	PB672.SG	PB672	CassidyNature2020		Ireland, Clare, Parknabinnia	Ireland	52.985499	-9.111454	Shotgun	1.993539		M	ds.half	PASS		Parknabinnia CL153, Context 427, Find 672.01 (Entrance)	petrous	2020	Direct: IntCal20; R_combine	5442	81	3628-3376 calBCE (4722±27 BP) [R_combine: (4765±32 BP, UBA-35067;); (4636±45 BP, UBA-39193)]	..	Ireland_MN.SG	..	998055	..	n/a (no relatives detected)	I2a1a1b	I-S21825	I2a1a1b	..	T2c1d+152	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.194825	0.805165	0.000744	0.012567	0.012617
3493	PB675	0.0154	0.0552	-0.0151	-0.0018	0.0042	-0.0014	-0.0022	0.0001	0.0033	-0.0011	Ireland_MN.SG	PB675.SG	PB675	CassidyNature2020		Ireland, Clare, Parknabinnia	Ireland	52.985499	-9.111454	Shotgun	16.324785		M	ds.half	PASS		Parknabinnia CL153, Context 397, Find 675.02	petrous	2020	Direct: IntCal20; R_combine	5171	80	3362-3102 calBCE (4527±27 BP) [R_combine: (4394±35 BP, UBA-35064;); (4707±42 BP, UBA-39194)]	..	Ireland_MN.SG	..	1149869	..	n/a (no relatives detected)	I2a1a1b	I-S21825	I2a1a1b	..	H1	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.248446	0.751544	0.000591	0.014391	0.0144
